"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Price to TTM earnings","Price to TTM sales","Price to book value","Action"
"ICE","Intercontinental Exchange Inc","Common stocks","Large cap","Financials","$76,194,802,401","0.97%","25.04","8.40","3.55","Analyze"
"IBM","International Business Machines Co","Common stocks","Large cap","Information Technology","$116,297,529,472","4.96%","24.57","1.56","5.27","Analyze"
"IFF","International Flavors & Fragrances","Common stocks","Large cap","Materials","$36,201,673,487","2.16%","147.11","3.66","1.70","Analyze"
"IP","International Paper","Common stocks","Large cap","Materials","$17,531,403,661","4.19%","9.87","0.80","1.85","Analyze"
"IPG","Interpublic Group Of Companies Inc","Common stocks","Large cap","Communication Services","$14,446,880,489","2.91%","20.52","1.47","4.58","Analyze"
"INTU","Intuit Inc","Common stocks","Large cap","Information Technology","$173,103,259,647","0.39%","86.05","16.78","18.50","Analyze"
"ISRG","Intuitive Surgical Inc","Common stocks","Large cap","Health Care","$129,394,763,423","0.00%","62.41","23.58","11.39","Analyze"
"IVZ","Invesco Ltd","Common stocks","Large cap","Financials","$10,515,508,588","2.89%","9.14","1.56","0.71","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$8,924,435,583","0.00%","34.28","6.23","3.29","Analyze"
"IQV","IQVIA Holdings, Inc.","Common stocks","Large cap","Health Care","$53,030,630,388","0.00%","69.45","3.92","9.14","Analyze"
"IRM","Iron Mountain Incorporated","REITs","Large cap","Real Estate","$14,949,440,582","4.70%","23.36","3.40","15.25","Analyze"
"SJM","J.M. Smucker","Common stocks","Large cap","Consumer Staples","$14,427,478,578","2.81%","18.75","1.83","1.74","Analyze"
"JKHY","Jack Henry & Associates, Inc.","Common stocks","Large cap","Information Technology","$12,278,224,337","1.10%","38.00","6.84","8.78","Analyze"
"J","Jacobs Engineering Group Inc.","Common stocks","Large cap","Industrials","$17,423,129,607","0.62%","42.36","1.24","2.98","Analyze"
"JBHT","JB Hunt Transport Services Inc","Common stocks","Large cap","Industrials","$20,460,906,912","0.60%","30.79","1.79","7.09","Analyze"
"JNJ","Johnson & Johnson","Common stocks","Large cap","Health Care","$442,092,009,004","2.47%","24.77","4.83","6.30","Analyze"
"JCI","Johnson Controls International Plc","Common stocks","Large cap","Industrials","$54,705,497,120","1.48%","33.61","2.31","3.13","Analyze"
"JPM","JP Morgan Chase & Co","Common stocks","Large cap","Financials","$463,090,191,759","2.34%","9.63","3.81","1.60","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Large cap","Information Technology","$11,004,128,864","2.34%","73.69","2.36","2.53","Analyze"
"K","Kellogg","Common stocks","Large cap","Consumer Staples","$21,415,689,572","3.63%","17.02","1.51","6.16","Analyze"
"KEY","Keycorp","Common stocks","Large cap","Financials","$21,097,780,738","3.27%","8.56","2.96","1.21","Analyze"
"KEYS","Keysight Technologies Inc","Common stocks","Large cap","Information Technology","$36,720,151,512","0.00%","41.24","7.43","9.74","Analyze"
"KMB","Kimberly Clark Corp","Common stocks","Large cap","Consumer Staples","$46,877,702,037","3.23%","23.43","2.43","98.66","Analyze"
"KIM","Kimco Realty Corporation","REITs","Large cap","Real Estate","$14,516,880,766","2.86%","15.58","12.00","1.47","Analyze"
"KMI","Kinder Morgan Inc","Common stocks","Large cap","Energy","$35,289,728,809","6.73%","20.21","2.31","1.16","Analyze"
"KLAC","KLA-Tencor Corporation","Common stocks","Large cap","Information Technology","$62,651,794,800","0.94%","23.40","8.39","16.52","Analyze"
"KHC","Kraft Heinz","Common stocks","Large cap","Consumer Staples","$42,976,130,806","4.48%","18.75","1.64","0.86","Analyze"
"KR","Kroger","Common stocks","Large cap","Consumer Staples","$31,998,322,145","1.78%","29.17","0.22","3.35","Analyze"
"LHX","L3Harris Technologies, Inc.","Common stocks","Large cap","Industrials","$40,569,615,716","1.96%","26.28","2.24","2.10","Analyze"
"LH","Laboratory Corporation Of America","Common stocks","Large cap","Health Care","$29,113,854,000","0.00%","23.97","1.76","2.75","Analyze"
"LRCX","Lam Research Corp","Common stocks","Large cap","Information Technology","$97,322,875,340","0.81%","23.07","6.18","16.90","Analyze"
"LW","Lamb Weston Holdings Inc","Common stocks","Mid cap","Consumer Staples","$8,902,869,041","1.53%","34.92","2.35","21.10","Analyze"
"LVS","Las Vegas Sands Corp","Common stocks","Large cap","Consumer Discretionary","$28,290,540,517","0.00%","-25.93","6.47","14.03","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$5,263,064,233","4.15%","13.19","1.07","3.35","Analyze"
"LDOS","Leidos Holdings Inc","Common stocks","Large cap","Industrials","$12,126,723,752","1.61%","15.80","0.90","2.98","Analyze"
"LEN","Lennar Corporation Class A","Common stocks","Large cap","Consumer Discretionary","$34,009,755,095","0.89%","6.88","1.25","1.45","Analyze"
"LNC","Lincoln National Corp","Common stocks","Large cap","Financials","$11,980,985,948","2.51%","9.24","0.64","0.58","Analyze"
"LIN","Linde Plc","Common stocks","Large cap","Materials","$171,885,229,041","1.26%","48.70","5.77","3.92","Analyze"
"LYV","Live Nation Entertainment Inc","Common stocks","Large cap","Communication Services","$26,267,246,849","0.00%","-29.71","6.91","-65.78","Analyze"
"LKQ","LKQ Corp","Common stocks","Large cap","Consumer Discretionary","$16,696,614,962","0.44%","16.25","1.30","2.85","Analyze"
"LMT","Lockheed Martin Corp","Common stocks","Large cap","Industrials","$94,633,359,022","3.05%","15.80","1.43","9.94","Analyze"
"L","Loews Corp","Common stocks","Large cap","Financials","$14,399,127,225","0.44%","8.86","0.96","0.81","Analyze"
"LOW","Lowes Companies Inc","Common stocks","Large cap","Consumer Discretionary","$168,234,673,093","1.12%","20.59","1.77","-106.91","Analyze"
"LYB","Lyondellbasell Industries NV","Common stocks","Large cap","Materials","$29,291,642,751","5.01%","5.26","0.71","2.55","Analyze"
"MTB","M&T Bank Corp","Common stocks","Large cap","Financials","$19,368,314,179","2.96%","10.82","3.22","1.11","Analyze"
"MRO","Marathon Oil Corp","Common stocks","Large cap","Energy","$12,487,731,828","1.12%","-303.82","2.66","1.15","Analyze"
"MPC","Marathon Petroleum Corp","Common stocks","Large cap","Energy","$38,843,582,671","3.63%","4.20","0.38","1.37","Analyze"
"MKTX","Marketaxess Holdings Inc","Common stocks","Large cap","Financials","$15,553,592,077","0.64%","56.05","22.05","14.80","Analyze"
"MAR","Marriott International Inc","Common stocks","Large cap","Consumer Discretionary","$52,949,558,398","0.00%","115.20","4.57","58.61","Analyze"
"MMC","Marsh & McLennan Inc","Common stocks","Large cap","Financials","$86,074,562,166","1.17%","31.73","4.51","8.85","Analyze"
"MLM","Martin Marietta Materials Inc","Common stocks","Large cap","Materials","$27,180,413,728","0.54%","37.42","5.33","4.29","Analyze"
"MAS","Masco Corp","Common stocks","Large cap","Industrials","$16,463,701,403","1.25%","35.09","2.00","-131.73","Analyze"
"MA","Mastercard Inc Class A","Common stocks","Large cap","Information Technology","$348,439,009,425","0.49%","43.43","19.59","52.43","Analyze"
"MTCH","Match Group Inc","Common stocks","Large cap","Communication Services","$37,194,579,144","1.52%","64.36","13.15","-552.65","Analyze"
"MKC","McCormick & Co  Non-voting","Common stocks","Large cap","Consumer Staples","$24,910,008,837","1.45%","30.58","4.05","5.29","Analyze"
"MCD","Mcdonalds Corp","Common stocks","Large cap","Consumer Discretionary","$197,975,203,429","1.97%","27.28","8.79","-35.02","Analyze"
"MCK","Mckesson Corp","Common stocks","Large cap","Health Care","$36,106,278,616","0.75%","-7.65","0.14","-64.38","Analyze"
"MDT","Medtronic Plc","Common stocks","Large cap","Health Care","$136,257,485,831","2.42%","29.41","4.29","2.66","Analyze"
"MRK","Merck & Co Inc","Common stocks","Large cap","Health Care","$192,375,890,166","3.42%","26.58","3.91","5.34","Analyze"
"MET","Metlife Inc","Common stocks","Large cap","Financials","$51,209,832,550","3.09%","9.80","0.77","0.75","Analyze"
"MTD","Mettler Toledo Inc","Common stocks","Large cap","Health Care","$36,890,597,136","0.00%","49.55","10.19","234.84","Analyze"
"MGM","MGM Resorts International","Common stocks","Large cap","Consumer Discretionary","$21,234,501,691","0.02%","33.58","2.62","3.14","Analyze"
"MCHP","Microchip Technology Inc","Common stocks","Large cap","Information Technology","$47,924,183,395","0.63%","74.55","7.94","8.46","Analyze"
"MU","Micron Technology Inc","Common stocks","Large cap","Information Technology","$101,196,135,125","0.11%","14.36","3.42","2.30","Analyze"
"MSFT","Microsoft Corp","Common stocks","Large cap","Information Technology","$2,501,659,083,941","0.69%","37.02","14.19","16.53","Analyze"
"MAA","Mid-America Apartment Communities, Inc","REITs","Large cap","Real Estate","$25,582,583,987","1.83%","59.54","14.72","4.30","Analyze"
"MRNA","Moderna, Inc.","Common stocks","Large cap","Health Care","$101,913,793,107","0.00%","14.35","8.61","10.01","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Large cap","Consumer Discretionary","$11,463,704,130","0.00%","10.61","1.03","1.33","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Mid cap","Consumer Staples","$9,692,068,897","1.52%","-20.59","0.97","0.69","Analyze"
"MDLZ","Mondelez International Inc","Common stocks","Large cap","Consumer Staples","$90,436,043,318","1.98%","20.34","3.19","3.27","Analyze"
"MPWR","Monolithic Power Systems Inc","Common stocks","Large cap","Information Technology","$22,714,630,400","0.47%","107.63","20.57","19.65","Analyze"
"MNST","Monster Beverage Corp","Common stocks","Large cap","Consumer Staples","$49,463,924,470","0.00%","32.50","9.31","7.95","Analyze"
"MCO","Moodys Corp","Common stocks","Large cap","Financials","$73,424,923,000","0.63%","35.15","12.30","30.39","Analyze"
"MS","Morgan Stanley","Common stocks","Large cap","Financials","$176,390,695,078","2.12%","12.52","3.20","1.68","Analyze"
"MOS","Mosaic","Common stocks","Large cap","Materials","$14,673,121,028","0.71%","8.28","1.34","1.42","Analyze"
"MSI","Motorola Solutions Inc","Common stocks","Large cap","Information Technology","$44,688,586,350","1.10%","35.35","5.50","-168.83","Analyze"
"MSCI","MSCI Inc","Common stocks","Large cap","Financials","$49,812,655,665","0.60%","73.22","25.71","-179.97","Analyze"
"NDAQ","Nasdaq Inc","Common stocks","Large cap","Financials","$34,146,733,421","1.03%","29.82","5.80","5.41","Analyze"
"NTAP","NetApp Inc","Common stocks","Large cap","Information Technology","$19,982,768,916","2.17%","21.39","3.30","26.54","Analyze"
"NFLX","Netflix Inc","Common stocks","Large cap","Communication Services","$271,368,165,714","0.00%","53.71","9.48","17.72","Analyze"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$9,090,798,000","4.24%","15.10","0.87","2.25","Analyze"
"NEM","Newmont Corporation","Common stocks","Large cap","Materials","$46,649,965,284","3.71%","23.32","3.82","2.09","Analyze"
